"","Campaign_ID","Target_Audience","Campaign_Goal","Duration","Channel_Used","Conversion_Rate","Acquisition_Cost","ROI","Location","Language","Clicks","Impressions","Engagement_Score","Customer_Segment","Date","Company"
"191636",711885,"Men 25-34","Increase Sales",1,"Twitter",0.0226996051600781,8589,0.269142759053088,"Las Vegas","English",4429.44,19818.9,66.063,"Fashion","2022-10-16","Style Sphere"
"185347",563920,"Men 45-60","Brand Awareness",24,"Twitter",0.0450772657812151,6539,5.22649353827209,"Las Vegas","English",1007.4944,6966,23.22,"Food","2022-01-30","Savor Street"
"32830",603393,"Women 25-34","Brand Awareness",11,"Facebook",0.262648591817377,11602,11.9021566610804,"Los Angeles","English",13318.48,27144,90.48,"Food","2022-09-19","Savor Street"
"91355",351845,"Women 18-24","Product Launch",21,"Instagram",0.200706469384922,7723,72.6195962534569,"Austin","English",23451.5424,48349.44,161.1648,"Food","2022-11-24","Feast Flavors"
"10402",289342,"Men 25-34","Brand Awareness",8,"Facebook",0.0600825235904977,14358,7.67495043931405,"Austin","Spanish",17720.56,30737.7,102.459,"Technology","2022-09-25","Innovate Infinity"
"191508",145442,"Women 25-34","Increase Sales",5,"Twitter",0.326570574272669,7415,0.439411788847221,"Los Angeles","English",90018.74,170326.5,567.755,"Fashion","2022-01-26","Style Sphere"
"29891",600365,"Men 45-60","Market Expansion",1,"Facebook",0.0144871038662061,12968,1.28578790979726,"Miami","French",19495.68,64225,214.083333333333,"Home","2022-08-26","Space Spruce"
"194778",363289,"Men 18-24","Market Expansion",29,"Twitter",0.146974786668511,4948,4.16496289947548,"Las Vegas","English",29618.4768,148792.464,495.97488,"Fashion","2022-12-22","Fiber Fashion"
"5081",349349,"Men 35-44","Product Launch",20,"Facebook",0.15575484482573,10809,5.29587640559603,"Austin","English",17917.0992,37094.544,123.64848,"Technology","2022-02-19","Giga Geeks"
"198315",454481,"Women 25-34","Brand Awareness",22,"Twitter",0.662907777716819,4222,1.72077948734714,"Los Angeles","English",83430.6858,188637.12,628.7904,"Fashion","2022-10-26","Chic Couture"
"51766",777133,"Men 25-34","Product Launch",13,"Facebook",0.438463463670646,3951,6.03364112082906,"Los Angeles","English",54249.72,103557,345.19,"Fashion","2022-12-29","Mode Maven"
"71786",601843,"Women 25-34","Product Launch",13,"Instagram",0.255922687154428,8532,4.93425006943061,"Los Angeles","Spanish",69757.8,132504,441.68,"Technology","2022-05-24","NexGen Nerds"
"113675",414182,"Men 35-44","Market Expansion",15,"Instagram",0.0599169968995303,2909,33.6813832245604,"Miami","English",27324.704,106884.288,356.28096,"Fashion","2022-09-07","Trend Tailors"
"62586",417046,"Men 45-60","Increase Sales",17,"Facebook",0.0356020728230385,8368,10.1916304050579,"Las Vegas","English",1472.1344,9267.696,30.89232,"Fashion","2022-06-22","Trend Tailors"
"147572",459886,"Men 25-34","Increase Sales",15,"Pinterest",0.0645435158203364,11135,11.7205909316809,"Austin","French",10990.8656,24995.52,83.3184,"Health","2022-05-17","Elixir Essence"
"50369",389003,"Women 35-44","Product Launch",6,"Facebook",0.208121689813117,4563,18.8043003244709,"New York","English",78899.1,180491.2,601.637333333333,"Fashion","2022-04-20","Chic Couture"
"121733",484922,"Women 25-34","Product Launch",24,"Instagram",0.459069841300309,5387,14.64283855058,"Los Angeles","English",99882.9832,225188.64,750.6288,"Fashion","2022-06-06","Vogue Visions"
"58282",310682,"Men 45-60","Brand Awareness",4,"Facebook",0.0139532706390985,12261,0.86174919795249,"Miami","English",20564.48,67686.5,225.621666666667,"Fashion","2022-03-05","Trend Tailors"
"136799",248909,"Women 25-34","Market Expansion",1,"Pinterest",0.06788316968012,12865,4.87920513618555,"Austin","English",2904.72,5751.3,19.171,"Home","2022-07-03","Nest Neat"
"157167",222146,"Men 35-44","Product Launch",6,"Twitter",0.147060794104691,6015,0.289244311888024,"Austin","English",9834.24,17261.1,57.537,"Technology","2022-12-30","Pixel Pioneers"
"28339",733726,"Men 35-44","Brand Awareness",6,"Facebook",0.0806937058248315,2541,0.218989668638895,"Las Vegas","Spanish",22464,94939.2,316.464,"Home","2022-05-25","Hearth Harmony"
"34947",143148,"Women 18-24","Brand Awareness",11,"Facebook",0.249070011433826,5774,1.58089759285097,"New York","French",14758.8,35739.2,119.130666666667,"Food","2022-01-12","Palate Paradise"
"46852",903006,"Men 25-34","Increase Sales",12,"Facebook",0.204751344765524,5920,5.7248977394463,"Los Angeles","English",82678.82,156627,522.09,"Health","2022-02-05","Well Wish"
"187230",845594,"Women 25-34","Brand Awareness",17,"Twitter",0.300424391479048,6095,7.27940330637065,"New York","English",53653.215,147603.456,492.01152,"Health","2022-05-22","Vital Vigor"
"83172",762858,"Men 18-24","Market Expansion",10,"Instagram",0.0547373501827836,11465,12.8732722540466,"Austin","English",3336.84,6158.4,20.528,"Home","2022-06-12","Nest Neat"
"162470",895747,"Women 18-24","Market Expansion",4,"Twitter",0.332074414666564,9000,3.03147594322458,"Los Angeles","English",52469.48,100231.5,334.105,"Technology","2022-12-17","Giga Geeks"
"114406",426113,"Men 18-24","Market Expansion",19,"Instagram",0.634323043894061,9662,35.0247338948464,"New York","French",30672.411,85876.992,286.25664,"Fashion","2022-12-24","Silk & Style"
"53955",588976,"Women 35-44","Market Expansion",15,"Facebook",0.0522575499448587,1236,5.78599533030071,"Las Vegas","French",15669.984,79646.976,265.48992,"Fashion","2022-08-12","Fiber Fashion"
"195507",703566,"Women 18-24","Market Expansion",26,"Twitter",0.0733685922454158,4833,7.34515756675779,"Miami","English",18181.3632,71631.504,238.77168,"Fashion","2022-08-13","Chic Couture"
"87965",630713,"Women 25-34","Brand Awareness",28,"Instagram",0.345628801162947,1824,17.4966382752536,"New York","English",77622.468,211977.216,706.59072,"Home","2022-03-06","Living Luxe"
"73513",190260,"Women 35-44","Increase Sales",9,"Instagram",0.0195982410135907,2293,22.2702797710088,"Miami","French",20256.64,66690.4,222.301333333333,"Technology","2022-02-04","Innovate Infinity"
"42307",846954,"All Ages","Market Expansion",16,"Facebook",0.0872794894476024,9357,21.602841347595,"Los Angeles","French",84355.1016,190691.28,635.6376,"Health","2022-08-07","Wellness Waves"
"134778",519311,"Women 35-44","Brand Awareness",16,"Pinterest",0.0697916345431364,4553,2.20947095522571,"Austin","English",6716.0808,15438.384,51.46128,"Home","2022-02-22","Furnish Fine"
"96620",746444,"Men 35-44","Brand Awareness",10,"Instagram",0.0275229800523696,8039,17.9533198239631,"Miami","French",21643.52,71183.7,237.279,"Food","2022-07-06","Gourmet Grove"
"29834",545975,"Men 18-24","Brand Awareness",30,"Facebook",0.0949441564701229,9355,16.200705185297,"Las Vegas","Spanish",16468.3904,83606.256,278.68752,"Home","2022-09-08","Nest Neat"
"20321",461754,"Men 18-24","Brand Awareness",8,"Facebook",0.351164481245141,13736,19.1987392806462,"Los Angeles","English",53735.64,102597,341.99,"Home","2022-07-09","Furnish Fine"
"46552",273320,"Women 25-34","Brand Awareness",14,"Facebook",0.093632876648876,7220,4.55658191139245,"Austin","English",20231.12,35028.3,116.761,"Health","2022-11-05","Elixir Essence"
"30095",658725,"Men 45-60","Increase Sales",25,"Facebook",0.0581075237162699,6063,23.8930242920159,"Austin","French",20164.6016,41665.104,138.88368,"Home","2022-05-06","Living Luxe"
"186420",861261,"Women 25-34","Market Expansion",26,"Twitter",0.156952698692013,14265,3.97613710943934,"Austin","English",9292.0256,19553.184,65.17728,"Health","2022-01-14","Well Wish"
"18220",457764,"Men 45-60","Market Expansion",2,"Facebook",0.0537551341615852,4333,19.0966334756193,"Miami","English",1938.56,7344.4,24.4813333333333,"Home","2022-11-23","Space Spruce"
"88380",981063,"Women 35-44","Product Launch",8,"Instagram",0.181646068716014,6849,2.28013281115163,"Los Angeles","Spanish",40900.3,78634.5,262.115,"Home","2022-05-12","Hearth Harmony"
"80226",688699,"Women 18-24","Brand Awareness",4,"Instagram",0.271057197433409,13443,37.2936375655023,"Los Angeles","English",66878,127128,423.76,"Technology","2022-12-20","Giga Geeks"
"33613",145203,"Men 25-34","Product Launch",29,"Facebook",0.051411792547595,9100,28.98325141618,"Miami","English",4761.7856,19891.872,66.30624,"Food","2022-04-13","Epicurean Edge"
"10489",215204,"All Ages","Brand Awareness",4,"Facebook",0.0940410664734252,7908,15.0431892758946,"New York","English",41630.4,96380.8,321.269333333333,"Technology","2022-04-15","Tech Titans"
"178556",184581,"Women 18-24","Product Launch",2,"Twitter",0.0325232627521389,12408,3.20326408773529,"Las Vegas","English",1371.52,7080.3,23.601,"Food","2022-09-26","Savor Street"
"182420",536947,"All Ages","Market Expansion",18,"Twitter",0.0530113639706014,11547,5.43793999719796,"Austin","English",7871.9212,16665.696,55.55232,"Food","2022-01-08","Gourmet Grove"
"41650",362504,"Women 25-34","Brand Awareness",20,"Facebook",0.0662814941238495,3664,1.56539594138325,"Miami","English",20458.8736,80412.192,268.04064,"Health","2022-05-14","Pulse Point"
"177441",130561,"Women 25-34","Product Launch",18,"Twitter",0.454215513031539,1789,2.79084017580621,"New York","English",44007.579,121692.672,405.64224,"Food","2022-02-16","Gastronomy Guild"
"175226",144036,"Women 45-60","Brand Awareness",28,"Twitter",0.0621727991721477,12192,7.10303998062246,"Austin","French",1461.6316,3629.232,12.09744,"Food","2022-11-03","Palate Paradise"
"136753",930832,"Women 18-24","Market Expansion",27,"Pinterest",0.414158222640976,5316,10.6201477397896,"New York","English",15939.693,49324.032,164.41344,"Home","2022-03-05","Domestic Dream"
"112220",716279,"Men 18-24","Market Expansion",27,"Instagram",0.160867657637557,6458,6.89342861757516,"Miami","English",11719.7696,46718.784,155.72928,"Fashion","2022-07-16","Runway Rebels"
"35969",900710,"Men 25-34","Market Expansion",6,"Facebook",0.0296496327279154,5103,9.80432227343116,"Las Vegas","English",19345.28,81946.8,273.156,"Food","2022-03-29","Gourmet Grove"
"54492",735497,"Women 25-34","Increase Sales",14,"Facebook",0.0259395171238855,14830,1.1359614964983,"Las Vegas","English",23137.28,97742.7,325.809,"Fashion","2022-10-08","Fiber Fashion"
"130243",478541,"Women 45-60","Product Launch",29,"Pinterest",0.217887758243894,4838,11.5234260198663,"New York","English",47892.768,143663.616,478.87872,"Technology","2022-05-01","NexGen Nerds"
"63061",700257,"Men 45-60","Increase Sales",30,"Facebook",0.0416637267525275,5670,26.1824087782588,"Miami","English",7168.6208,29172.528,97.24176,"Fashion","2022-05-21","Style Sphere"
"17810",667822,"Women 35-44","Brand Awareness",28,"Facebook",0.0415745803934221,14836,29.816631039953,"Austin","English",746.8604,2175.552,7.25184,"Home","2022-03-10","Dwell Delight"
"11055",419385,"Men 18-24","Increase Sales",23,"Facebook",0.432353086774962,10639,15.0351374694176,"New York","English",41456.415,114842.88,382.8096,"Technology","2022-03-09","NexGen Nerds"
"165219",275604,"Women 35-44","Brand Awareness",28,"Twitter",0.11949221938154,10016,6.47607710302356,"Los Angeles","Spanish",99163.0332,223590.24,745.3008,"Technology","2022-10-23","Giga Geeks"
"56629",924815,"Men 25-34","Brand Awareness",11,"Facebook",0.113947725628166,14722,11.0202927754618,"Los Angeles","Spanish",15127.28,30519,101.73,"Fashion","2022-01-10","Vogue Visions"
"195135",766252,"Women 25-34","Market Expansion",11,"Twitter",0.169684986727238,1640,0.907110614810272,"New York","Spanish",52159.8,120142.4,400.474666666667,"Fashion","2022-10-16","Trend Tailors"
"127127",590073,"Women 35-44","Increase Sales",25,"Pinterest",0.245445949269386,7089,5.76119378922139,"Los Angeles","English",45328.052,112825.44,376.0848,"Technology","2022-04-06","Innovate Infinity"
"95137",568730,"Men 18-24","Brand Awareness",16,"Instagram",0.135158601684717,4796,7.96435150473435,"Austin","English",2265.12,5263.488,17.54496,"Food","2022-07-11","Epicurean Edge"
"183348",329495,"Women 18-24","Product Launch",3,"Twitter",0.0721037211153861,6571,3.98190402118421,"Las Vegas","English",3873.28,17502.3,58.341,"Food","2022-10-09","Savor Street"
"183895",849328,"Men 25-34","Increase Sales",11,"Twitter",0.147128314589627,1803,1.67950123120884,"New York","English",70154.7,160756.8,535.856,"Food","2022-08-01","Dine Divine"
"76649",357852,"Women 35-44","Product Launch",30,"Instagram",0.180557677252481,9018,9.78394066691057,"New York","English",88259.094,240544.512,801.81504,"Technology","2022-09-27","Innovate Infinity"
"4949",833951,"Men 45-60","Market Expansion",17,"Facebook",0.0568833603335397,14562,31.7498949235893,"Miami","French",24067.5776,94325.616,314.41872,"Technology","2022-03-08","Cyber Circuit"
"136097",612428,"Men 35-44","Market Expansion",19,"Pinterest",0.243517325955804,7290,6.94369082348263,"New York","English",11144.826,35168.256,117.22752,"Home","2022-04-18","Dwell Delight"
"53651",318279,"Men 45-60","Market Expansion",10,"Facebook",0.0262774624965548,10861,17.1488546767843,"Miami","English",14046.72,46571,155.236666666667,"Fashion","2022-04-11","Fiber Fashion"
"138987",979554,"All Ages","Market Expansion",22,"Pinterest",0.0519600495344381,7522,13.039068605733,"Miami","English",917.664,4878.72,16.2624,"Food","2022-01-01","Culinary Quest"
"94420",367780,"Women 25-34","Brand Awareness",5,"Instagram",0.080843685653343,6551,1.97970941643372,"Miami","French",7962.24,26858.3,89.5276666666667,"Food","2022-07-11","Gourmet Grove"
"166818",698757,"Men 45-60","Increase Sales",13,"Twitter",0.0182231851018086,8706,0.307275229469295,"Las Vegas","English",19892.48,84225.6,280.752,"Technology","2022-06-14","Innovate Infinity"
"106095",925915,"Women 18-24","Market Expansion",1,"Instagram",0.244237442706903,4094,14.7861347802245,"New York","Spanish",50889.3,117276.8,390.922666666667,"Health","2022-05-11","Balance Beam"
"174023",570974,"All Ages","Increase Sales",2,"Twitter",0.0515201400949229,12082,0.0854301290894689,"New York","English",9210.6,23217.6,77.392,"Home","2022-09-20","Space Spruce"
"15018",365816,"Men 25-34","Product Launch",21,"Facebook",0.0380689689728609,9184,9.22953801956768,"Miami","English",25735.6352,100755.648,335.85216,"Technology","2022-08-07","Silicon Saga"
"127785",441616,"Women 25-34","Market Expansion",11,"Pinterest",0.831837212697981,9926,6.99356445798796,"Los Angeles","French",42956.62,89626.5,298.755,"Technology","2022-11-19","Cyber Circuit"
"79176",198872,"Women 18-24","Market Expansion",6,"Instagram",0.0461829582632291,13326,18.792403819575,"Miami","English",20176.64,66430,221.433333333333,"Technology","2022-05-16","Tech Titans"
"195097",268041,"Women 35-44","Market Expansion",17,"Twitter",0.300249257674518,8821,5.58903855406822,"Los Angeles","Spanish",66497.4618,151018.56,503.3952,"Fashion","2022-05-13","Silk & Style"
"180038",421388,"Women 18-24","Market Expansion",22,"Twitter",0.136924107049119,3388,9.49820106096248,"Las Vegas","French",3597.088,19800.288,66.00096,"Food","2022-07-03","Gourmet Grove"
"146180",682695,"Men 25-34","Market Expansion",14,"Pinterest",0.153595327824174,8729,2.68455113354017,"New York","French",36878.1,93062.4,310.208,"Health","2022-03-21","Well Wish"
"2739",140405,"Women 45-60","Market Expansion",30,"Facebook",0.0629062056016134,7870,2.34975040716678,"Austin","English",13620.2924,28356.48,94.5216,"Technology","2022-01-13","Giga Geeks"
"113837",318924,"Men 45-60","Product Launch",17,"Instagram",0.417747623444605,2151,88.3777241541547,"Los Angeles","English",81538.6572,184431.6,614.772,"Fashion","2022-07-12","Fiber Fashion"
"23381",527012,"Women 45-60","Brand Awareness",19,"Facebook",0.169308965307716,12582,27.9877502020785,"Los Angeles","French",78143.373,176893.2,589.644,"Home","2022-03-29","Homely Haven"
"114752",994800,"Women 25-34","Market Expansion",20,"Instagram",0.102976654027514,8745,0.156687348069842,"Austin","English",609.6948,1896.912,6.32304,"Fashion","2022-04-05","Fiber Fashion"
"11002",549857,"Men 45-60","Market Expansion",8,"Facebook",0.0229221148841803,1004,21.5424113918393,"Las Vegas","Spanish",13475.84,57499.2,191.664,"Technology","2022-01-18","NexGen Nerds"
"165807",344303,"All Ages","Brand Awareness",22,"Twitter",0.121664408837119,2789,9.87878011669058,"Austin","Spanish",9605.3672,20190.816,67.30272,"Technology","2022-11-18","NexGen Nerds"
"143156",628350,"Women 45-60","Product Launch",8,"Pinterest",0.076338225374641,10432,3.66264138717559,"Los Angeles","English",24385.48,51517.5,171.725,"Food","2022-03-16","Gastronomy Guild"
"166009",936690,"Men 25-34","Market Expansion",2,"Twitter",0.0384475823741687,11384,3.29356596246527,"Las Vegas","English",15778.56,67090.5,223.635,"Technology","2022-03-17","NexGen Nerds"
"44942",513536,"Men 18-24","Market Expansion",12,"Facebook",0.216617099726809,8901,11.9717743512675,"Los Angeles","English",7082.88,15501,51.67,"Health","2022-04-30","Well Wish"
"50561",360008,"Women 35-44","Market Expansion",29,"Facebook",0.0633127637775724,14643,22.685318907541,"Las Vegas","Spanish",16552.0256,84020.976,280.06992,"Fashion","2022-08-23","Chic Couture"
"174070",539906,"Women 25-34","Market Expansion",28,"Twitter",0.324226467585366,6902,3.63053114280706,"Los Angeles","French",114158.1518,256908.24,856.3608,"Home","2022-09-09","Furnish Fine"
"127701",613491,"Men 35-44","Brand Awareness",30,"Pinterest",0.0688218977419376,10758,15.9369949589649,"Miami","Spanish",13421.1264,57874.32,192.9144,"Technology","2022-11-27","Quantum Quirks"
"147461",829438,"Women 35-44","Brand Awareness",11,"Pinterest",0.174082334220546,6431,6.04694090317814,"Los Angeles","French",24142.72,51019.5,170.065,"Health","2022-03-31","Elixir Essence"
"90124",706237,"Women 35-44","Product Launch",11,"Instagram",0.255081354068223,5893,15.1975385902853,"New York","English",66507,152523.2,508.410666666667,"Food","2022-08-27","Dine Divine"
"195123",124939,"Women 35-44","Product Launch",25,"Twitter",0.278817014504601,6116,6.57612744748356,"New York","French",69097.413,189080.064,630.26688,"Fashion","2022-01-17","Runway Rebels"
"116376",237711,"Women 25-34","Market Expansion",20,"Instagram",0.16478544657036,6826,12.5208561383116,"Austin","English",11769.186,24591.168,81.97056,"Fashion","2022-07-11","Glam Garments"
"2539",839792,"Women 25-34","Product Launch",27,"Facebook",0.523596214943675,7726,3.85438094518947,"New York","English",45430.539,125515.008,418.38336,"Technology","2022-08-21","Giga Geeks"
"89540",628751,"Women 35-44","Brand Awareness",20,"Instagram",0.173206908052437,12853,27.4838078411916,"New York","French",94077.984,256170.24,853.9008,"Food","2022-03-16","Gourmet Grove"
"138156",819125,"All Ages","Increase Sales",24,"Pinterest",0.127205501940233,8065,7.18429901748062,"New York","English",52700.34,157858.56,526.1952,"Home","2022-09-10","Decor Dreams"
"117648",461026,"Women 35-44","Product Launch",19,"Instagram",0.0648269323779909,9061,21.1634650694125,"Austin","English",19503.9416,40322.016,134.40672,"Fashion","2022-04-02","Glam Garments"
"53779",705018,"Women 45-60","Brand Awareness",27,"Facebook",0.237816245605132,3324,55.3099719478597,"New York","French",10987.284,33014.016,110.04672,"Fashion","2022-07-19","Mode Maven"
"189059",937452,"Men 45-60","Increase Sales",15,"Twitter",0.0372392897691136,12426,6.78684822468172,"Miami","English",27212.416,106451.856,354.83952,"Health","2022-11-04","Well Wish"
"88918",650003,"Men 18-24","Product Launch",30,"Instagram",0.383517752378965,7177,23.0855684432046,"Los Angeles","English",23499.168,55488.24,184.9608,"Food","2022-06-02","Feast Flavors"
"169835",889405,"Men 25-34","Product Launch",26,"Twitter",0.0500772769448384,11495,3.49941837824272,"Miami","English",24247.2384,95018.112,316.72704,"Home","2022-05-19","Living Luxe"
"19210",601135,"Men 35-44","Increase Sales",7,"Facebook",0.123015972855607,1675,1.52375672840193,"Las Vegas","English",10591.36,45485.1,151.617,"Home","2022-11-17","Space Spruce"
"76231",758007,"Men 18-24","Market Expansion",2,"Instagram",0.284165760486716,4506,7.85392014715361,"New York","French",41787.9,96739.2,322.464,"Technology","2022-04-03","Giga Geeks"
"5979",938252,"Women 25-34","Brand Awareness",6,"Facebook",0.10044513759652,3240,1.33565415057976,"Miami","English",10473.6,34995.8,116.652666666667,"Technology","2022-10-07","Cyber Circuit"
"48710",777727,"Women 25-34","Increase Sales",13,"Facebook",0.0422911248681695,10577,1.49075128096227,"Las Vegas","English",25101.44,105923.7,353.079,"Health","2022-02-14","Fitness Front"
"99396",513295,"Men 35-44","Brand Awareness",26,"Instagram",0.109604670416747,14226,9.01754725111413,"Las Vegas","English",22202.8224,112030.128,373.43376,"Food","2022-03-05","Nosh Nirvana"
"72735",909523,"Women 35-44","Increase Sales",29,"Instagram",0.068967023176259,13840,2.75554206629814,"Austin","English",25126.4728,51756.192,172.52064,"Technology","2022-02-20","Tech Titans"
"161761",718727,"Women 25-34","Brand Awareness",9,"Twitter",0.0568903140791282,14816,3.1096632819182,"Las Vegas","French",10386.56,44631,148.77,"Technology","2022-10-21","NexGen Nerds"
"16705",379332,"Men 35-44","Brand Awareness",5,"Facebook",0.0894128996443602,1913,5.55591881339371,"Las Vegas","French",24734.72,104397.3,347.991,"Technology","2022-11-29","Pixel Pioneers"
"28598",250919,"Women 45-60","Increase Sales",1,"Facebook",0.0338018582509633,9657,15.1421386598131,"Las Vegas","English",6434.56,28171.8,93.906,"Home","2022-12-24","Dwell Delight"
"15104",422069,"Women 45-60","Brand Awareness",11,"Facebook",0.0967299470432778,7203,18.2227888842379,"Los Angeles","Spanish",66749.48,126891,422.97,"Technology","2022-01-15","Silicon Saga"
"157812",556868,"Women 18-24","Market Expansion",22,"Twitter",0.140935404398759,5062,6.67397145013612,"Las Vegas","English",1736.2048,10575.36,35.2512,"Technology","2022-03-11","Code Crafters"
"19596",702359,"Women 25-34","Market Expansion",30,"Facebook",0.221258433011845,1668,8.29889402011136,"Las Vegas","Spanish",2303.84,13391.568,44.63856,"Home","2022-12-23","Domestic Dream"
"21181",567983,"Women 25-34","Product Launch",1,"Facebook",0.0790043461516038,12003,14.6976297110153,"Austin","Spanish",14890.72,25902,86.34,"Home","2022-05-07","Decor Dreams"
"152666",158921,"Women 25-34","Product Launch",20,"Pinterest",0.0662945513823076,11158,5.5579397993076,"Miami","English",11644.6528,50346.576,167.82192,"Fashion","2022-09-07","Attire Artistry"
"53078",994049,"Men 45-60","Product Launch",29,"Facebook",0.0304827862760091,13676,30.0709907520775,"Las Vegas","English",13411.0592,68450.832,228.16944,"Fashion","2022-10-12","Style Sphere"
"164321",294849,"Men 18-24","Brand Awareness",27,"Twitter",0.404123941313755,1186,3.9504017041511,"New York","English",28565.922,80225.28,267.4176,"Technology","2022-03-20","Innovate Infinity"
"108843",895600,"Women 18-24","Brand Awareness",29,"Instagram",0.422183597873658,7285,7.00309351750221,"Los Angeles","French",87191.7046,196994.16,656.6472,"Health","2022-05-12","Vital Vigor"
"38192",119682,"Men 25-34","Increase Sales",26,"Facebook",0.221821534324257,10082,16.6089778934563,"Los Angeles","English",87134.1086,196864.56,656.2152,"Food","2022-09-25","Palate Paradise"
"87241",764290,"Men 18-24","Market Expansion",22,"Instagram",0.0413313120131365,5888,35.9815801718565,"Miami","Spanish",27326.2528,106889.328,356.29776,"Home","2022-04-30","Nest Neat"
"79190",669334,"Women 35-44","Product Launch",29,"Instagram",0.0478551604186769,4864,34.2963601596255,"Miami","English",26989.3888,105591.024,351.97008,"Technology","2022-09-23","Gadget Giants"
"167802",212422,"Women 45-60","Product Launch",23,"Twitter",0.213797295419804,4967,5.96469701452984,"Los Angeles","English",19510.645,46630.08,155.4336,"Technology","2022-10-23","Silicon Saga"
"16777",133538,"Men 25-34","Market Expansion",29,"Facebook",0.0875805772230352,5874,67.7611682740328,"Las Vegas","English",10054.8096,51810.192,172.70064,"Technology","2022-07-20","Gadget Giants"
"20117",947746,"Women 18-24","Brand Awareness",23,"Facebook",0.113441134423858,12385,21.3244610146598,"Las Vegas","English",20355.8784,102876.48,342.9216,"Home","2022-11-04","Space Spruce"
"167279",912276,"Women 25-34","Increase Sales",29,"Twitter",0.0984050298839478,5936,4.9052317696784,"Miami","Spanish",4647.1744,19450.368,64.83456,"Technology","2022-09-06","Quantum Quirks"
"156694",385311,"Women 18-24","Market Expansion",13,"Twitter",0.385166592864561,14757,1.26674801347247,"New York","English",8452.5,21508.8,71.696,"Technology","2022-07-24","Code Crafters"
"19624",337131,"All Ages","Market Expansion",9,"Facebook",0.196854302620082,4040,1.27598038908571,"Los Angeles","English",13025.74,26598,88.66,"Home","2022-02-04","Dwell Delight"
"25835",183138,"Women 25-34","Product Launch",23,"Facebook",0.0769883781884173,11150,25.5563113483755,"Miami","English",12134.0736,48314.448,161.04816,"Home","2022-01-08","Nest Neat"
"15238",880396,"Men 45-60","Increase Sales",21,"Facebook",0.252214991161575,2616,26.2805357193331,"New York","French",40788.132,113048.064,376.82688,"Technology","2022-05-08","Giga Geeks"
"84256",961374,"Women 35-44","Product Launch",5,"Instagram",0.236691117714713,12386,3.41972306196709,"New York","French",50421,116220.8,387.402666666667,"Home","2022-11-05","Domestic Dream"
"99084",962303,"Women 35-44","Increase Sales",20,"Instagram",0.0297877057921522,5907,18.7337413383544,"Las Vegas","English",7971.6736,41486.256,138.28752,"Food","2022-02-04","Feast Flavors"
"175628",274366,"Women 35-44","Brand Awareness",15,"Twitter",0.0525356227658645,10562,1.46452870723605,"Miami","English",18621.2224,73326.96,244.4232,"Food","2022-08-09","Epicurean Edge"
"49493",858060,"Men 18-24","Product Launch",21,"Facebook",0.318439717077408,1891,36.5783429230683,"Los Angeles","English",109680.0628,246954.96,823.1832,"Health","2022-08-04","Well Wish"
"63961",869617,"Men 35-44","Brand Awareness",19,"Facebook",0.0515993149740964,6664,25.4920200118631,"Miami","English",23383.7824,91688.688,305.62896,"Fashion","2022-09-17","Mode Maven"
"198613",482719,"Men 25-34","Product Launch",15,"Twitter",0.0500714914161528,2392,12.0629292366578,"Austin","French",10660.5356,22337.424,74.45808,"Fashion","2022-11-08","Vogue Visions"
"18269",239295,"Women 45-60","Market Expansion",25,"Facebook",0.0304546999251308,12606,35.3928159412991,"Las Vegas","English",26370.6432,132692.256,442.30752,"Home","2022-11-12","Dwell Delight"
"67842",119328,"All Ages","Brand Awareness",9,"Instagram",0.0787849161661998,4443,11.4928933751904,"Austin","Spanish",6117.28,10909.8,36.366,"Technology","2022-10-02","Cyber Circuit"
"107155",369382,"Women 18-24","Increase Sales",5,"Instagram",0.0446625061280675,8409,16.0999024576382,"Miami","English",945.92,4128.6,13.762,"Health","2022-04-02","Vital Vigor"
"178004",284011,"Men 25-34","Brand Awareness",5,"Twitter",0.0462907014108028,2553,3.38450511329719,"Las Vegas","English",2559.36,12029.4,40.098,"Food","2022-08-10","Epicurean Edge"
"15734",938584,"Women 45-60","Increase Sales",24,"Facebook",0.0290348257802079,12607,31.8328130279269,"Miami","English",25223.7568,98784,329.28,"Technology","2022-07-06","Innovate Infinity"
"99499",462209,"Women 25-34","Market Expansion",22,"Instagram",0.1070951408362,14896,26.8464347963514,"Las Vegas","English",21818.72,110127.6,367.092,"Food","2022-08-24","Dine Divine"
"181672",472433,"All Ages","Market Expansion",19,"Twitter",0.195750373194295,13699,1.34594333945298,"Los Angeles","English",82707.856,187034.4,623.448,"Food","2022-05-31","Palate Paradise"
"52418",131150,"Men 45-60","Brand Awareness",22,"Facebook",0.238211963799066,6393,8.69762894083668,"New York","Spanish",76786.479,209730.816,699.10272,"Fashion","2022-01-20","Fiber Fashion"
"186626",541974,"All Ages","Market Expansion",30,"Twitter",0.0470315174623631,13143,3.28226047324358,"Las Vegas","English",17687.296,89646.912,298.82304,"Health","2022-03-02","Heal Hub"
"111275",440632,"Women 18-24","Market Expansion",13,"Instagram",0.0356285045250544,9333,7.84217124058474,"Miami","English",4977.92,17191.3,57.3043333333333,"Fashion","2022-06-19","Runway Rebels"
"136826",640850,"Men 45-60","Product Launch",10,"Pinterest",0.0909313084407265,9134,6.57870599019793,"New York","English",38186.4,96305.6,321.018666666667,"Home","2022-06-24","Nest Neat"
